entity,type,source_url
Edward,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Chelsea House,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
17 May 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Nicholas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Grove Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ford,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Geoff,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
6 September 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
16 June 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
13 January 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Carl Benedikt,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Michael A,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Technological Forecasting and Social Change,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
31 December 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
26 April 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Jill,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 January 1997,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Science Fiction Studies.,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Edward Moore,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
9 August 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Bulletin of the Atomic Scientists,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
27 October 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Elon Musk,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Fuller,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Cambridge,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Mass.,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Sharon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
14 September 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
10 years later,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
LeCun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
8 December 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
I. J.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bengio,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Yoshua,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Courville,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Aaron,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Deep Learning,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
16 April 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
12 November 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Goodman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bryce,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Flaxman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Seth,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
EU,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
AI Magazine,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
13 September 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
gao.gov,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Nico,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Hill,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kashmir,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Rohan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
5 April 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
CNBC,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Yuval Noah,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
October 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
25 September 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
23 September 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
30 September 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Dahl,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mohamed,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jaitly,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Senior,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Vanhoucke,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Nguyen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sainath,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kingsbury,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
IEEE Signal Processing Magazine,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
28 January 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Kurt,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Stinchcombe,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Maxwell,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Halbert,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pergamon Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
21 April 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
The Stanford Encyclopedia of Philosophy,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
6 March 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
7 March 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
November 1994,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
15 May 2007,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
30 August 2007,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
30 June 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
igmchicago.org,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
1 May 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
3 July 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Iphofen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ron,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kritikos,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mihalis,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
3 January 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Contemporary Social Science,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Jordan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
M. I.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mitchell,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
T. M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
16 July 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Science.,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Slovic,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Amos,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Macmillan,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
8 April 2012,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
1 May 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
GOP,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Yarden,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 November 2012,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
28 February 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
26 October 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
MIT Artificial Intelligence Laboratory,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Humanoid Robotics Group,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
17 October 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
25 October 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Henry,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
The Wall Street Journal,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
4 November 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
27 November 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Now,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
InformationWeek,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
19 October 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
11 June 2020,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
G. J.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Reichley,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
R. M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bailey,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 July 2006,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Journal of the American Medical Informatics Association,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ray,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Penguin Books,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Pat,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Angwin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Julia,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
23 May 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
29 April 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Nicole,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
TechTarget,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Timothy B.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
22 August 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Douglas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
R. V.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Addison-Wesley,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Science Research Council,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Kenneth,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
6 January 2011,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
1736283,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
9 October 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Steve,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
14 January 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Metta,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pfeifer,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sandini,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
aaai.org,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
29 November 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Alexis C.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
27 February 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
4 February 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
31 January 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Arwa,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
26 June 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Meg Houston,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
8 October 2008,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
16 October 2008,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Marmouyet,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Françoise,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
15 December 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
4 March 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Marvin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
"The Society of Mind, Simon and Schuster",ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Rochester,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Nathan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Shannon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Claude,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
stanford.edu,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
26 August 2007,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
4 December 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Ethics and Information Technology,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
ProQuest,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ken,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 December 2005,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
The Knowledge Engineering Review.,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ewan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Industrial Law Journal.,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Middendorf,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Burke,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Edmund K.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Graham,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Springer Science & Business Media,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Englewood Cliffs,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
N.J.,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
"Prentice-Hall
- Moravec",ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Hans,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mind Children,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Harvard University Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
9 May 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
12 January 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Bernd,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Möller,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ralf,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
January 2008,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Allen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
H. A.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Communications of the ACM,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
7 February 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
17 August 2020,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
the Association for the Advancement of Artificial Intelligence,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
United States,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
National Academies Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
San Francisco,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
CA,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
P-Y.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Artificial General Intelligence,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Cognitive Technologies,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Berlin,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Heidelberg,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Springer,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Perennial Modern Classics,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Harper,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Soujanya,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bajpai,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rajiv,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Hussain,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Amir,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
September 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
29 January 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
30 January 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
19 August 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Jacob,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 August 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
20 March 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
5 September 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
8 December 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
11 July 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Viking,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
19 August 2015,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Observer,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
5 November 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
10 October 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
30 January 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Denis,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
7 October 2020,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
25 November 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Jürgen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
7 August 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Behavioral and Brain Sciences,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
31 March 2016,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Craig S.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ilya Sutskever,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Stephen W.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
HongJiang,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
IEEE MultiMedia.,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Dartmouth Summer Research Conference on Artificial Intelligence,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
26 April 2011,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
22 March 2011,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
1957,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
IRE Convention Record,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Jon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
9 October 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Jianhua,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tieniu,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Derek,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
23 January 2014,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
24 April 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Ellen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Toews,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
3 September 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
October 1950,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Mind,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
18 June 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
18 September 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Fabio,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lentzos,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Filippa,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Invernizzi,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Cédric,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ekins,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
7 March 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Nature Machine Intelligence,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Valance,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Christ,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
30 May 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
17 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
18 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Jordan,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
11 April 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Alexa,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
CNN.com,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Yugesh,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
25 December 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
7 November 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
15 November 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Vernor,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 January 2007,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
14 November 2011,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Kaveh,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Atlantic,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Wendell,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Moral Machines,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
P. C.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Foss,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
B. M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Harmondsworth,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Penguin,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
McClelland,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pentland,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sporns,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Stockman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sur,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Thelen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
21 October 1999,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
6 May 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
5 May 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Rhiannon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
28 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Wirtz,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bernd W.;,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Weyerer,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jan C.;,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Geyer,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Carolin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
24 July 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
International Journal of Public Administration,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
19 May 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
19 October 2013,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
24 September 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Hauser,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Larry,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Fieser,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Dowden,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bradley,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1959,DATE,https://en.wikipedia.org/wiki/Machine_learning
Arthur Samuel,PERSON,https://en.wikipedia.org/wiki/Machine_learning
IBM,ORG,https://en.wikipedia.org/wiki/Machine_learning
the 1950s,DATE,https://en.wikipedia.org/wiki/Machine_learning
decades,DATE,https://en.wikipedia.org/wiki/Machine_learning
1949,DATE,https://en.wikipedia.org/wiki/Machine_learning
Donald Hebb,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Hebb,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Walter Pitts,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Warren McCulloch,PERSON,https://en.wikipedia.org/wiki/Machine_learning
the early 1960s,DATE,https://en.wikipedia.org/wiki/Machine_learning
Raytheon Company,ORG,https://en.wikipedia.org/wiki/Machine_learning
the 1960s,DATE,https://en.wikipedia.org/wiki/Machine_learning
Nils Nilsson's,PERSON,https://en.wikipedia.org/wiki/Machine_learning
the 1970s,DATE,https://en.wikipedia.org/wiki/Machine_learning
Duda,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Hart,PERSON,https://en.wikipedia.org/wiki/Machine_learning
1981,DATE,https://en.wikipedia.org/wiki/Machine_learning
Tom M. Mitchell,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Alan Turing's,PERSON,https://en.wikipedia.org/wiki/Machine_learning
2014,DATE,https://en.wikipedia.org/wiki/Machine_learning
Ian Goodfellow,PERSON,https://en.wikipedia.org/wiki/Machine_learning
2016,DATE,https://en.wikipedia.org/wiki/Machine_learning
the early days,DATE,https://en.wikipedia.org/wiki/Machine_learning
1980,DATE,https://en.wikipedia.org/wiki/Machine_learning
John Hopfield,PERSON,https://en.wikipedia.org/wiki/Machine_learning
David Rumelhart,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Geoffrey Hinton,PERSON,https://en.wikipedia.org/wiki/Machine_learning
the mid-1980s,DATE,https://en.wikipedia.org/wiki/Machine_learning
the 1990s,DATE,https://en.wikipedia.org/wiki/Machine_learning
NVIDIA,ORG,https://en.wikipedia.org/wiki/Machine_learning
MATLAB,ORG,https://en.wikipedia.org/wiki/Machine_learning
DeepMind,ORG,https://en.wikipedia.org/wiki/Machine_learning
Leo Breiman,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Markov,PERSON,https://en.wikipedia.org/wiki/Machine_learning
1982,DATE,https://en.wikipedia.org/wiki/Machine_learning
Rakesh Agrawal,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Tomasz Imieliński,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Arun Swami,PERSON,https://en.wikipedia.org/wiki/Machine_learning
today,DATE,https://en.wikipedia.org/wiki/Machine_learning
Gordon Plotkin,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Ehud Shapiro,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Shapiro,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Microsoft,ORG,https://en.wikipedia.org/wiki/Machine_learning
1980s,DATE,https://en.wikipedia.org/wiki/Machine_learning
Dempster,PERSON,https://en.wikipedia.org/wiki/Machine_learning
Gboard,ORG,https://en.wikipedia.org/wiki/Machine_learning
2006,DATE,https://en.wikipedia.org/wiki/Machine_learning
Netflix,ORG,https://en.wikipedia.org/wiki/Machine_learning
Cinematch,ORG,https://en.wikipedia.org/wiki/Machine_learning
AT&T Labs-Research,ORG,https://en.wikipedia.org/wiki/Machine_learning
Big Chaos,ORG,https://en.wikipedia.org/wiki/Machine_learning
Pragmatic Theory,ORG,https://en.wikipedia.org/wiki/Machine_learning
2009,DATE,https://en.wikipedia.org/wiki/Machine_learning
2010,DATE,https://en.wikipedia.org/wiki/Machine_learning
